IP,"Reverse DNS","Best-guess OS fingerprint","OS guess accuracy"
1.204.147.192,,"Microsoft Windows XP SP3",95
1.204.224.27,,"Linux 2.4.33 (embedded)",96
1.205.30.200,,"Linux 2.4.33 (embedded)",94
1.205.191.135,,"Linux 2.4.33 (embedded)",96
1.205.195.234,,"Microsoft Windows XP SP2 - SP3",95
1.205.204.102,,"Microsoft Windows XP SP3",96
1.205.207.71,,"Microsoft Windows XP SP2 - SP3",96
1.205.215.131,,"Linux 2.6.14 (ASPLinux 11)",95
1.206.11.204,,"Linux 2.4.33 (embedded)",96
1.206.24.225,,"Linux 2.4.33 (embedded)",96
1.206.34.96,,"Linux 2.4.33 (embedded)",99
1.206.37.171,,"Secure Computing SG550 firewall (Linux 2.4.31)",94
1.206.53.151,,"Linux 2.4.33 (embedded)",95
1.206.149.187,,"Microsoft Windows XP SP3",96
1.206.149.235,,"Microsoft Windows Vista",96
1.206.156.40,,"Microsoft Windows XP SP3",96
1.207.42.66,,"Linux 2.6.9 - 2.6.30",96
1.210.70.241,,"IBM System Storage DS4700 NAS device",92
1.213.72.133,,"Juniper M7i router",92
1.213.106.130,,"Juniper JUNOS 10.4R6.5",99
1.219.27.225,,"Lantronix SLC 8 terminal server (Linux 2.6)",96
1.224.42.37,,"Linux 2.6.24 - 2.6.25",96
1.225.209.191,,"Linux 2.6.18",99
1.226.125.156,,"Linux 2.6.32",99
1.226.188.244,,"Linux 2.6.27",95
1.226.231.215,,"Linux 2.6.32",99
1.227.122.148,,"Linux 2.6.27",94
1.227.141.4,,"Linux 2.6.18",99
1.227.163.112,,"Linux 2.6.18",99
1.228.13.1,,"Linux 2.6.9 - 2.6.33",96
1.228.40.3,,"Linux 2.6.18",99
1.229.6.39,,"D-Link DVG-5112S or DVG-6004S VoIP adapter",99
1.229.11.137,,"Linux 2.6.18 - 2.6.32",99
1.229.34.249,,"Linux 2.6.9 - 2.6.33",97
1.229.35.151,,"Linux 2.6.9 - 2.6.33",97
1.229.44.24,,"Linux 2.6.18",99
1.230.131.131,,"Linux 2.6.27",95
1.230.193.211,,"D-Link DVG-5112S or DVG-6004S VoIP adapter",92
1.230.242.176,,"D-Link DVG-5112S or DVG-6004S VoIP adapter",99
1.230.251.32,,"Linux 2.6.18",99
1.230.252.168,,"D-Link DVG-5112S or DVG-6004S VoIP adapter",99
1.231.15.165,,"Linux 2.6.18",99
1.231.154.68,,"Linux 2.6.18",99
1.231.155.75,,"Linux 2.6.18",99
1.231.231.233,,"Linux 2.6.18",99
1.232.77.57,,"Linux 2.6.18",99
1.232.115.225,,"Linux 2.6.18",99
1.236.8.97,,"Linux 2.6.9 - 2.6.33",96
1.236.180.4,,"Linux 2.6.18",99
1.238.42.1,,"Linux 2.4.31 (Slackware v10.2)",98
1.238.52.225,,"D-Link DVG-5112S or DVG-6004S VoIP adapter",99
1.238.134.7,,"Linux 2.6.18",98
1.238.141.49,,"D-Link DVG-5112S or DVG-6004S VoIP adapter",99
1.240.129.71,,"D-Link DVG-5112S or DVG-6004S VoIP adapter",96
1.241.101.85,,"Linux 2.6.18",99
1.242.82.77,,"D-Link DVG-5112S or DVG-6004S VoIP adapter",96
1.243.95.235,,"Linux 2.6.18",98
1.245.66.117,,"Sagem My du@l radio 700 Internet radio",85
1.245.111.90,,"Linux 2.6.18",99
1.247.144.89,,"Linux 2.6.18 - 2.6.32",97
1.247.149.79,,"Linux 2.6.18",99
1.247.186.4,,"Linux 2.6.18",99
1.247.221.107,,"Linux 2.6.18 - 2.6.32",97
1.247.242.1,,"Linux 2.6.9 - 2.6.33",96
1.249.29.137,,"Alcatel OmniStack 6024 or Enterasys Vertical Horizon VH-2402S2 switch, or Dell 1815dn or Samsung SCX-6x22 printer",97
1.249.238.53,,"Linux 2.6.24 - 2.6.25",96
1.250.105.226,,"D-Link DVG-5112S or DVG-6004S VoIP adapter",99
1.250.118.124,,"Linux 2.6.29 - 2.6.31",97
1.251.61.40,,"Linux 2.6.18",99
1.251.121.203,,"Linux 2.6.18 - 2.6.32",97
1.251.133.78,,"Linux 2.6.18",98
1.251.152.89,,"Linksys WRV54G WAP",97
1.251.245.229,,"Linux 2.6.18",99
1.252.6.63,,"Linux 2.6.18",98
1.252.7.158,,"Linux 2.6.17 - 2.6.36",97
1.252.121.56,,"D-Link DVG-5112S or DVG-6004S VoIP adapter",96
1.252.238.85,,"Linux 2.6.18 - 2.6.32",97
1.253.130.165,,"Linux 2.6.18",99
2.20.178.20,,"Linux 2.6.9 - 2.6.30",96
2.20.178.71,,"Linux 2.6.37",96
2.40.38.156,net-2-40-38-156.cust.dsl.teletu.it,"Linux 2.4.33 (embedded)",96
2.51.220.154,,"Linux 2.4.33 (embedded)",96
2.51.245.7,,"Linux 2.4.33 (embedded)",94
2.60.1.1,host-2-60-1-1.pppoe.omsknet.ru,"OpenWrt (Linux 2.4.32)",94
2.60.4.166,host-2-60-4-166.pppoe.omsknet.ru,"Microsoft Windows Vista SP2",98
2.60.23.24,host-2-60-23-24.pppoe.omsknet.ru,"Linux 2.6.8 (x86)",92
2.60.158.54,host-2-60-158-54.pppoe.omsknet.ru,"Dell 1720dn printer",91
2.60.179.152,host-2-60-179-152.pppoe.omsknet.ru,"OpenWrt (Linux 2.4.32)",94
2.60.192.177,host-2-60-192-177.pppoe.omsknet.ru,"Microsoft Windows XP SP2 or SP3",95
2.92.202.167,,"Microsoft Windows Server 2003 SP2",95
2.95.162.30,,"Microsoft Windows Vista SP1",97
2.95.196.111,,"Microsoft Windows XP Professional SP2",95
2.113.153.214,host214-153-static.113-2-b.business.telecomitalia.it,"ADSL router: Huawei MT800u-T; or ZyXEL Prestige 623ME-T1, 643, 662HW-61, 782, or 2602R-61",95
2.118.209.156,host156-209-static.118-2-b.business.telecomitalia.it,"D-Link DVG-5112S or DVG-6004S VoIP adapter",96
2.132.20.27,2.132.20.27.megaline.telecom.kz,"Linux 2.4.33 (embedded)",95
2.133.13.161,2.133.13.161.megaline.telecom.kz,"Linux 2.4.33 (embedded)",96
2.136.24.16,16.Red-2-136-24.dynamicIP.rima-tde.net,"Comtrend CT536 wireless ADSL router",99
2.136.103.169,169.Red-2-136-103.dynamicIP.rima-tde.net,"ADSL router: Huawei MT800u-T; or ZyXEL Prestige 623ME-T1, 643, 662HW-61, 782, or 2602R-61",96
2.137.48.28,28.Red-2-137-48.dynamicIP.rima-tde.net,"Comtrend CT536 wireless ADSL router",98
2.137.122.115,115.Red-2-137-122.dynamicIP.rima-tde.net,"Comtrend CT536 wireless ADSL router",98
2.137.195.72,72.Red-2-137-195.dynamicIP.rima-tde.net,"ADSL router: Huawei MT800u-T; or ZyXEL Prestige 623ME-T1, 643, 662HW-61, 782, or 2602R-61",96
2.138.53.58,58.Red-2-138-53.dynamicIP.rima-tde.net,"ADSL router: Huawei MT800u-T; or ZyXEL Prestige 623ME-T1, 643, 662HW-61, 782, or 2602R-61",96
2.138.150.85,85.Red-2-138-150.dynamicIP.rima-tde.net,"ZyXEL ZyNOS 3.40",97
2.138.226.155,155.Red-2-138-226.dynamicIP.rima-tde.net,"Comtrend CT536 wireless ADSL router",98
2.177.18.94,,"ZyXEL Prestige 2602R-D1A ADSL router (ZyNOS 3.40)",93
2.186.97.152,,"OpenWrt (Linux 2.4.32)",94
2.228.18.72,2-228-18-72.ip189.fastwebnet.it,"Linux 2.4.2 (Red Hat 7.1)",94
2.230.184.1,2-230-184-1.ip203.fastwebnet.it,"Juniper Networks ERX-700 router",96
2.234.49.165,2-234-49-165.ip221.fastwebnet.it,"Linux 2.6.18",92
4.59.4.110,KT-CORPORAT.car2.SanJose2.Level3.net,"Juniper M7i router",97
5.1.15.12,5-1-15-12-dynamic.retail.datagroup.ua,"Microsoft Windows 7 Ultimate",95
5.8.0.12,,"Microsoft Windows XP SP2 or Windows Server 2003 SP1 or SP2",95
5.8.4.12,,"Microsoft Windows XP SP2 or Windows Server 2003 SP1 or SP2",95
5.8.7.12,,"Microsoft Windows XP SP2 or Windows Server 2003 SP1 or SP2",96
5.8.8.7,,"Linux 2.6.32 - 2.6.35",95
5.8.8.35,,"Linux 2.6.32 - 2.6.35",95
5.8.8.54,,"Linux 2.6.32 - 2.6.35",95
5.8.8.60,,"Linux 2.6.32 - 2.6.35",95
5.8.8.62,,"Linux 2.6.32 - 2.6.35",95
5.8.8.80,,"Linux 2.6.32 - 2.6.35",95
5.8.8.120,,"Linux 2.6.32 - 2.6.35",95
5.8.8.124,,"Linux 2.6.32 - 2.6.35",95
5.8.8.140,,"Linux 2.6.32",93
5.8.8.150,,"Linux 2.6.32 - 2.6.35",95
5.8.8.167,,"Linux 2.6.32 - 2.6.35",95
5.8.8.178,,"Linux 2.6.32 - 2.6.35",95
5.8.8.201,,"Linux 2.6.32 - 2.6.35",95
5.8.8.202,,"Linux 2.6.32 - 2.6.35",95
5.8.8.223,,"Linux 2.6.32 - 2.6.35",95
5.8.8.226,,"Linux 2.6.32 - 2.6.35",95
5.8.8.230,,"Linux 2.6.32 - 2.6.35",95
5.8.8.238,,"Linux 2.6.32 - 2.6.35",95
5.8.8.239,,"Linux 2.6.32 - 2.6.35",95
5.8.8.250,,"Linux 2.6.32 - 2.6.35",95
5.8.8.252,,"Linux 2.6.32 - 2.6.35",95
5.8.9.13,,"Linux 2.6.32 - 2.6.35",95
5.8.9.16,,"Linux 2.6.32",92
5.8.9.44,,"Linux 2.6.32 - 2.6.35",95
5.8.9.62,,"Linux 2.6.32 - 2.6.35",95
5.8.9.66,,"Linux 2.6.32 - 2.6.35",95
5.8.9.94,,"Linux 2.6.32 - 2.6.35",95
5.8.9.101,,"Linux 2.6.32 - 2.6.35",95
5.8.9.108,,"Linux 2.6.32 - 2.6.35",95
5.8.9.109,,"Linux 2.6.32 - 2.6.35",95
5.8.9.136,,"Linux 2.6.32 - 2.6.35",95
5.8.9.139,,"Linux 2.6.32 - 2.6.35",95
5.8.9.140,,"Linux 2.6.32 - 2.6.35",95
5.8.9.142,,"Linux 2.6.32 - 2.6.35",95
5.8.9.164,,"Linux 2.6.32 - 2.6.35",95
5.8.9.178,,"Linux 2.6.32 - 2.6.35",95
5.8.9.180,,"Linux 2.6.32 - 2.6.35",95
5.8.9.185,,"Linux 2.6.32 - 2.6.35",95
5.8.9.189,,"Linux 2.6.32 - 2.6.35",95
5.8.9.192,,"Linux 2.6.32 - 2.6.35",95
5.8.9.195,,"Linux 2.6.32 - 2.6.35",95
5.8.9.201,,"Linux 2.6.32 - 2.6.35",95
5.8.9.221,,"Linux 2.6.32 - 2.6.35",95
5.8.9.227,,"Linux 2.6.32 - 2.6.35",95
5.8.9.230,,"Linux 2.6.32 - 2.6.35",95
5.8.9.247,,"Linux 2.6.32 - 2.6.35",95
5.8.10.9,,"Linux 2.6.32 - 2.6.35",95
5.8.10.12,,"Linux 2.6.32 - 2.6.35",95
5.8.10.22,,"Linux 2.6.32 - 2.6.35",95
5.8.10.35,,"Linux 2.6.32 - 2.6.35",95
5.8.10.55,,"Linux 2.6.32 - 2.6.35",95
5.8.10.65,,"Linux 2.6.32 - 2.6.35",95
5.8.10.69,,"Linux 2.6.32 - 2.6.35",95
5.8.10.74,,"Linux 2.6.32 - 2.6.35",95
5.8.10.77,,"Linux 2.6.32 - 2.6.35",95
5.8.10.82,,"Linux 2.6.32 - 2.6.35",95
5.8.10.89,,"Linux 2.6.32 - 2.6.35",95
5.8.10.104,,"Linux 2.6.32 - 2.6.35",95
5.8.10.130,,"Linux 2.6.32 - 2.6.35",95
5.8.10.135,,"Linux 2.6.32 - 2.6.35",95
5.8.10.150,,"Linux 2.6.32 - 2.6.35",95
5.8.10.157,,"Linux 2.6.32",93
5.8.10.177,,"Linux 2.6.32 - 2.6.35",95
5.8.10.199,,"Linux 2.6.32 - 2.6.35",95
5.8.10.212,,"Linux 2.6.32 - 2.6.35",95
5.8.10.214,,"Linux 2.6.32 - 2.6.35",95
5.8.10.217,,"Linux 2.6.32 - 2.6.35",95
5.8.10.223,,"Linux 2.6.32 - 2.6.35",95
5.8.11.5,,"Linux 2.6.32 - 2.6.35",95
5.8.11.18,,"Linux 2.6.32 - 2.6.35",95
5.8.11.30,,"Linux 2.6.32 - 2.6.35",95
5.8.11.34,,"Linux 2.6.32 - 2.6.35",95
5.8.11.36,,"Linux 2.6.32 - 2.6.35",95
5.8.11.68,,"Linux 2.6.32 - 2.6.35",95
5.8.11.78,,"Linux 2.6.32 - 2.6.35",95
5.8.11.96,,"Linux 2.6.32 - 2.6.35",95
5.8.11.108,,"Linux 2.6.32 - 2.6.35",95
5.8.11.113,,"Linux 2.6.32 - 2.6.35",95
5.8.11.117,,"Linux 2.6.32 - 2.6.35",95
5.8.11.139,,"Linux 2.6.32 - 2.6.35",95
5.8.11.144,,"Linux 2.6.32 - 2.6.35",95
5.8.11.158,,"Linux 2.6.32 - 2.6.35",95
5.8.11.160,,"Linux 2.6.32 - 2.6.35",95
5.8.11.184,,"Linux 2.6.32 - 2.6.35",95
5.8.11.192,,"Linux 2.6.32 - 2.6.35",95
5.8.11.204,,"Linux 2.6.32 - 2.6.35",95
5.8.11.229,,"Linux 2.6.32 - 2.6.35",95
5.8.11.234,,"Linux 2.6.32 - 2.6.35",95
5.8.11.244,,"Linux 2.6.32 - 2.6.35",95
5.8.11.253,,"Linux 2.6.32 - 2.6.35",95
5.8.12.10,,"Linux 2.6.32 - 2.6.35",95
5.8.12.34,,"Linux 2.6.32 - 2.6.35",95
5.8.12.38,,"Linux 2.6.32 - 2.6.35",95
5.8.12.41,,"Linux 2.6.32 - 2.6.35",95
5.8.12.57,,"Linux 2.6.32 - 2.6.35",95
5.8.12.59,,"Linux 2.6.32 - 2.6.35",95
5.8.12.70,,"Linux 2.6.32 - 2.6.35",95
5.8.12.72,,"Linux 2.6.32 - 2.6.35",95
5.8.12.74,,"Linux 2.6.32 - 2.6.35",95
5.8.12.82,,"Linux 2.6.32 - 2.6.35",95
5.8.12.90,,"Linux 2.6.32 - 2.6.35",95
5.8.12.100,,"Linux 2.6.32 - 2.6.35",95
5.8.12.161,,"Linux 2.6.32 - 2.6.35",95
5.8.12.178,,"Linux 2.6.32 - 2.6.35",95
5.8.12.180,,"Linux 2.6.32 - 2.6.35",95
5.8.12.191,,"Linux 2.6.32 - 2.6.35",95
5.8.12.193,,"Linux 2.6.32 - 2.6.35",95
5.8.12.208,,"Linux 2.6.32",93
5.8.12.216,,"Linux 2.6.32 - 2.6.35",95
5.8.12.241,,"Linux 2.6.32 - 2.6.35",95
5.8.12.249,,"Linux 2.6.32 - 2.6.35",95
5.8.12.251,,"Linux 2.6.32 - 2.6.35",95
5.8.13.11,,"Linux 2.6.32 - 2.6.35",95
5.8.13.17,,"Linux 2.6.32 - 2.6.35",95
5.8.13.20,,"Linux 2.6.32 - 2.6.35",95
5.8.13.43,,"Linux 2.6.32 - 2.6.35",95
5.8.13.49,,"Linux 2.6.32 - 2.6.35",95
5.8.13.53,,"Linux 2.6.32 - 2.6.35",95
5.8.13.55,,"Linux 2.6.32 - 2.6.35",95
5.8.13.60,,"Linux 2.6.32 - 2.6.35",95
5.8.13.65,,"Linux 2.6.32 - 2.6.35",95
5.8.13.83,,"Linux 2.6.32",93
5.8.13.89,,"Linux 2.6.32",95
5.8.13.97,,"Linux 2.6.32 - 2.6.35",95
5.8.13.124,,"Linux 2.6.32 - 2.6.35",95
5.8.13.140,,"Linux 2.6.32 - 2.6.35",95
5.8.13.161,,"Linux 2.6.32 - 2.6.35",95
5.8.13.188,,"Linux 2.6.32 - 2.6.35",95
5.8.13.191,,"Linux 2.6.32 - 2.6.35",95
5.8.13.198,,"Linux 2.6.32 - 2.6.35",95
5.8.13.202,,"Linux 2.6.32 - 2.6.35",95
5.8.13.212,,"Linux 2.6.32 - 2.6.35",95
5.8.13.219,,"Linux 2.6.32 - 2.6.35",95
5.8.13.228,,"Linux 2.6.32 - 2.6.35",95
5.8.13.235,,"Linux 2.6.32 - 2.6.35",95
5.8.13.239,,"Linux 2.6.32 - 2.6.35",95
5.8.13.241,,"Linux 2.6.32 - 2.6.35",95
5.8.13.242,,"Linux 2.6.32 - 2.6.35",95
5.8.13.246,,"Linux 2.6.32 - 2.6.35",95
5.8.14.24,,"Linux 2.6.32 - 2.6.35",95
5.8.14.31,,"Linux 2.6.32 - 2.6.35",95
5.8.14.35,,"Linux 2.6.32 - 2.6.35",95
5.8.14.36,,"Linux 2.6.32 - 2.6.35",95
5.8.14.37,,"Linux 2.6.32 - 2.6.35",95
5.8.14.54,,"Linux 2.6.32 - 2.6.35",95
5.8.14.59,,"Linux 2.6.32 - 2.6.35",95
5.8.14.60,,"Linux 2.6.32 - 2.6.35",95
5.8.14.61,,"Linux 2.6.32",93
5.8.14.62,,"Linux 2.6.32 - 2.6.35",95
5.8.14.81,,"Linux 2.6.32 - 2.6.35",95
5.8.14.103,,"Linux 2.6.32 - 2.6.35",95
5.8.14.105,,"Linux 2.6.32 - 2.6.35",95
5.8.14.114,,"Linux 2.6.32 - 2.6.35",95
5.8.14.118,,"Linux 2.6.32 - 2.6.35",95
5.8.14.139,,"Linux 2.6.32 - 2.6.35",95
5.8.14.151,,"Linux 2.6.32 - 2.6.35",95
5.8.14.153,,"Linux 2.6.32 - 2.6.35",95
5.8.14.158,,"Linux 2.6.32 - 2.6.35",95
5.8.14.161,,"Linux 2.6.32 - 2.6.35",95
5.8.14.169,,"Linux 2.6.32 - 2.6.35",95
5.8.14.170,,"Linux 2.6.32 - 2.6.35",95
5.8.14.179,,"Linux 2.6.32",93
5.8.14.183,,"Linux 2.6.32 - 2.6.35",95
5.8.14.188,,"Linux 2.6.32",93
5.8.14.194,,"Linux 2.6.32 - 2.6.35",95
5.8.14.207,,"Linux 2.6.32 - 2.6.35",95
5.8.14.209,,"Linux 2.6.32 - 2.6.35",95
5.8.14.213,,"Linux 2.6.32 - 2.6.35",95
5.8.14.219,,"Linux 2.6.32 - 2.6.35",95
5.8.14.221,,"Linux 2.6.32 - 2.6.35",95
5.8.14.231,,"Linux 2.6.32 - 2.6.35",95
5.8.14.242,,"Linux 2.6.32 - 2.6.35",95
5.8.14.246,,"Linux 2.6.32 - 2.6.35",95
5.8.14.248,,"Linux 2.6.32 - 2.6.35",95
5.8.15.8,,"Linux 2.6.32 - 2.6.35",95
5.8.15.11,,"Linux 2.6.32 - 2.6.35",95
5.8.15.27,,"Linux 2.6.32 - 2.6.35",95
5.8.15.29,,"Linux 2.6.32 - 2.6.35",95
5.8.15.32,,"Linux 2.6.32 - 2.6.35",95
5.8.15.60,,"Linux 2.6.32 - 2.6.35",95
5.8.15.70,,"Linux 2.6.32 - 2.6.35",95
5.8.15.76,,"Linux 2.6.32 - 2.6.35",95
5.8.15.93,,"Linux 2.6.32 - 2.6.35",95
5.8.15.96,,"Linux 2.6.32 - 2.6.35",95
5.8.15.107,,"Linux 2.6.32 - 2.6.35",95
5.8.15.113,,"Linux 2.6.32 - 2.6.35",95
5.8.15.140,,"Linux 2.6.31",94
5.8.15.141,,"Linux 2.6.32 - 2.6.35",95
5.8.15.142,,"Linux 2.6.32 - 2.6.35",95
5.8.15.143,,"Linux 2.6.32 - 2.6.35",95
5.8.15.164,,"Linux 2.6.32",93
5.8.15.167,,"Linux 2.6.32 - 2.6.35",95
5.8.15.178,,"Linux 2.6.32 - 2.6.35",95
5.8.15.204,,"Linux 2.6.32 - 2.6.35",95
5.8.15.213,,"Linux 2.6.32 - 2.6.35",95
5.8.15.225,,"Linux 2.6.32 - 2.6.35",95
5.8.15.240,,"Linux 2.6.32 - 2.6.35",95
5.8.15.251,,"Linux 2.6.32 - 2.6.35",95
5.8.205.48,host.48.ipoe5.subnets.khb.ttkdv.ru,"Microsoft Windows Vista SP1",98
5.8.213.38,,"Microsoft Windows 7 SP0 - SP1 or Windows Server 2008",96
5.10.9.208,cust-5-10-9-208.pools.tk-bodensee.net,VxWorks,97
5.13.32.198,5-13-32-198.residential.rdsnet.ro,"Microsoft Windows Server 2008 SP2",96
5.13.52.193,5-13-52-193.residential.rdsnet.ro,"OpenWrt White Russian 0.9 (Linux 2.4.30)",98
5.13.77.243,5-13-77-243.residential.rdsnet.ro,"Microsoft Windows Vista SP2",98
5.13.114.253,5-13-114-253.residential.rdsnet.ro,"Microsoft Windows Vista SP2",98
5.16.116.164,,VxWorks,97
5.21.94.127,,"IBM OS/2 Warp 2.0",86
5.24.99.120,,VxWorks,99
5.27.15.223,,"Microsoft Windows XP SP3",91
5.34.61.40,client.fttb.2day.kz,VxWorks,99
5.34.87.17,client.fttb.2day.kz,VxWorks,97
5.39.112.15,,VxWorks,97
5.42.0.151,5-42-0-151.colomna.net,"Microsoft Windows Vista SP2",97
5.43.64.78,cable-5-43-64-78.dynamic.telemach.ba,"D-Link DVG-5112S or DVG-6004S VoIP adapter",96
5.45.106.216,,"Canon imageRUNNER 3300 printer or Motorola SURFboard SBG900 wireless cable modem",99
5.45.183.211,,"Gemtek P360 WAP or Siemens Gigaset SE515dsl wireless broadband router",97
5.50.16.79,fre83-h01-5-50-16-79.dsl.sta.abo.bbox.fr,VxWorks,99
5.51.25.5,static-5-51-25-5.ftth.abo.bbox.fr,"Canon imageRUNNER 3300 printer or Motorola SURFboard SBG900 wireless cable modem",99
5.62.0.13,,"Comtrend CT536 wireless ADSL router",95
5.62.0.145,,"OpenWrt (Linux 2.4.32)",93
5.62.1.148,,"Linksys RV042 router",94
5.62.1.227,,"Comtrend CT536 wireless ADSL router",93
5.62.3.33,,"Gemtek P360 WAP or Siemens Gigaset SE515dsl wireless broadband router",95
