IP,"Reverse DNS","Best-guess OS fingerprint","OS guess accuracy"
183.62.250.1,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
183.62.250.73,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
183.62.251.233,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",95
183.62.253.1,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
183.62.254.177,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
183.63.1.29,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
183.63.1.69,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
183.63.1.121,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
183.63.4.149,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
183.63.8.41,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
183.63.13.81,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
183.63.13.93,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
183.63.14.97,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
183.63.16.73,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
183.63.19.33,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
183.63.21.129,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
183.63.23.145,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
183.63.26.241,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
183.63.29.25,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
183.63.29.93,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",95
183.63.29.209,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
183.63.34.33,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
183.63.36.149,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",95
183.63.36.189,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
183.63.36.197,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
183.63.56.5,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
183.63.57.9,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
183.63.58.201,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
183.63.59.145,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
183.63.60.29,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
183.63.61.153,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
183.63.61.181,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
183.63.62.1,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",95
183.63.62.61,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
183.63.68.225,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
183.63.72.153,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
183.63.75.57,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
183.63.130.121,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",95
183.63.135.9,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
183.63.135.249,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",95
183.63.137.17,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
183.63.137.105,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
183.63.138.233,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
183.63.143.254,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
183.63.148.73,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
183.63.157.49,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
183.63.157.121,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
183.63.159.185,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
183.63.161.161,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",95
183.63.161.193,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
183.63.162.185,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
183.63.168.161,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
183.63.170.1,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
183.63.170.201,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
183.63.171.81,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
183.63.174.1,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
183.63.175.193,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
183.63.175.241,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
183.63.175.249,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
183.63.184.105,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
183.63.187.113,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",95
183.63.187.121,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
183.63.188.233,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",95
183.63.190.1,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
183.63.196.129,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
183.63.200.97,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",95
183.64.185.52,,"Huawei Quidway S3526C switch (VRP 3.10)",94
183.64.185.139,,"Huawei S9300 switch",96
183.66.0.95,,"Microsoft Windows Server 2003",92
183.66.13.211,,"Microsoft Windows 7 SP0 - SP1",96
183.66.29.69,,"Microsoft Windows XP SP3",96
183.66.30.81,,"Microsoft Windows XP SP2 - SP3",95
183.66.164.12,,"Microsoft Windows 7 SP0 - SP1",93
183.66.168.19,,"Microsoft Windows XP SP3",96
183.66.168.114,,"Microsoft Windows XP SP2 - SP3",96
183.67.3.62,,"Microsoft Windows XP SP2 - SP3",96
183.67.7.68,,"Microsoft Windows XP SP2",95
183.67.20.44,,"Linux 2.6.18 (Debian 4.0, x86)",94
183.67.56.61,,VxWorks,96
183.67.61.159,,"Microsoft Windows XP SP2 - SP3",96
183.67.132.141,,"Microsoft Windows XP SP3",95
183.67.173.204,,"Linksys WRV54G WAP",96
183.67.174.4,,"Microsoft Windows XP Professional SP3",92
183.67.174.15,,"Linksys WRV54G WAP",96
183.67.179.116,,"Linux 2.4.33 (embedded)",99
183.67.180.55,,VxWorks,96
183.67.185.2,,"Linksys WRV54G WAP",96
183.68.0.235,,VxWorks,95
183.68.148.199,,"Linksys WRV54G WAP",96
183.68.153.140,,"Microsoft Windows XP SP2 - SP3",95
183.68.241.78,,"Microsoft Windows Server 2003",92
183.69.21.203,,"Microsoft Windows XP SP3",94
183.69.30.234,,"Microsoft Windows XP SP2 - SP3",95
183.69.97.199,,"Microsoft Windows XP SP2 - SP3",96
183.69.120.51,,"Microsoft Windows XP SP3",96
183.69.174.136,,"Microsoft Windows XP SP3",95
183.69.193.176,,"Microsoft Windows XP SP2 - SP3",95
183.70.0.148,,"Microsoft Windows XP SP3",96
183.70.2.178,,"Microsoft Windows XP SP2 - SP3",96
183.70.3.205,,"Microsoft Windows XP SP3",95
183.70.4.171,,"Microsoft Windows XP SP3",95
183.70.5.196,,"Microsoft Windows XP SP3",96
183.70.9.83,,"Microsoft Windows XP SP2 - SP3",95
183.70.10.118,,"Microsoft Windows XP SP2 - SP3",96
183.70.25.254,,"Microsoft Windows XP SP2 or SP3",95
183.70.43.113,,"Microsoft Windows XP SP3",96
183.70.113.52,,"Microsoft Windows Vista",96
183.70.142.95,,"Linux 2.6.18",89
183.70.159.245,,"Microsoft Windows XP SP3",95
183.70.222.158,,"Linux 2.4.33 (embedded)",96
183.71.39.23,,"Microsoft Windows XP SP3",95
183.71.54.64,,"Microsoft Windows XP SP2 - SP3",96
183.71.132.143,,"Microsoft Windows XP SP3",95
183.71.135.227,,"Linux 2.4.33 (embedded)",96
183.71.151.188,,"Microsoft Windows XP SP3",96
183.82.19.100,ras.beamtele.net,"DD-WRT v24-sp2 (Linux 2.4.36)",99
183.88.248.9,mx-ll-183.88.248-9.dynamic.3bb.co.th,"Microsoft Windows XP SP2 or SP3",91
183.89.64.174,mx-ll-183.89.64-174.dynamic.3bb.co.th,"Sitecom WL-174 wireless ADSL router or ZyXEL B-3000 WAP",94
183.91.29.191,static.cmcti.vn,"OpenWrt (Linux 2.4.32)",97
183.93.214.166,,"Linux 2.4.33 (embedded)",96
183.93.240.155,,"Microsoft Windows XP SP3",95
183.97.61.126,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
183.97.245.230,,"Linux 2.6.18 - 2.6.32",99
183.99.169.245,,"BSDI BSD/OS 4.2",92
183.100.114.75,,"Linux 2.6.29 - 2.6.31",97
183.103.36.137,,"BSDI BSD/OS 4.2",92
183.105.69.93,,"Linux 2.4.9 (Red Hat Enterprise Linux 2.1 AS)",99
183.107.62.132,,"OpenWrt Backfire 10.03.1 (Linux 2.6.32)",97
183.107.141.9,,"Linux 2.6.18",97
183.109.53.94,,"Linux 2.4.18 - 2.4.35 (likely embedded)",96
183.109.243.254,,"Lantronix SLC 8 terminal server (Linux 2.6)",96
183.112.7.190,,"Linux 2.6.9 - 2.6.30",96
183.112.40.179,,"Linksys WRV54G WAP",93
183.112.155.55,,"Linux 2.6.9 - 2.6.30",96
183.113.25.136,,"Linux 2.6.9 - 2.6.30",96
183.113.33.159,,"Linux 2.6.9 - 2.6.30",96
183.113.39.191,,"Linux 2.6.9 - 2.6.30",96
183.113.132.69,,"Linux 2.6.9 - 2.6.30",96
183.113.200.141,,"Linux 2.6.13 - 2.6.32",96
183.113.208.6,,"Linux 2.6.13 - 2.6.32",96
183.113.209.133,,"Linux 2.6.9 - 2.6.30",96
183.113.212.142,,"Linux 2.6.9 - 2.6.30",96
183.114.63.91,,"Linux 2.6.9 - 2.6.30",96
183.114.106.84,,"Linux 2.6.9 - 2.6.30",96
183.114.110.195,,"Linux 2.6.9 - 2.6.30",96
183.114.118.23,,"Linux 2.6.9 - 2.6.30",96
183.114.148.41,,"Linux 2.6.9 - 2.6.30",96
183.114.148.201,,"Linux 2.6.9 - 2.6.30",96
183.114.150.153,,"Linux 2.6.9 - 2.6.30",96
183.114.153.23,,"Linux 2.6.9 - 2.6.30",96
183.114.156.74,,"Linux 2.6.9 - 2.6.30",96
183.114.241.168,,"Linux 2.6.9 - 2.6.30",96
183.114.243.91,,"LifeSize video conferencing system or ShoreTel 8800 VoIP phone (Linux 2.4)",96
183.114.253.130,,"Linux 2.6.9 - 2.6.30",96
183.114.255.183,,"Linux 2.6.9 - 2.6.30",96
183.115.106.33,,"LifeSize video conferencing system or ShoreTel 8800 VoIP phone (Linux 2.4)",96
183.115.195.104,,"Linux 2.6.9 - 2.6.30",96
183.115.199.29,,"Linux 2.6.9 - 2.6.33",96
183.115.254.98,,"Linux 2.6.9 - 2.6.30",96
183.116.11.108,,"Linux 2.6.13 - 2.6.32",96
183.116.13.163,,"Linux 2.6.9 - 2.6.30",96
183.116.224.117,,"Linux 2.6.9 - 2.6.30",96
183.116.241.120,,"Linux 2.6.9 - 2.6.18",96
183.117.154.192,,"Linux 2.6.9 - 2.6.30",96
183.118.77.27,,"Linksys WRV54G WAP",93
183.118.78.206,,"Linux 2.6.9 - 2.6.30",96
183.118.110.127,,"Linux 2.6.9 - 2.6.30",96
183.118.156.211,,"Linux 2.6.9 - 2.6.30",96
183.118.157.117,,"Linux 2.6.9 - 2.6.30",96
183.118.209.135,,"LifeSize video conferencing system or ShoreTel 8800 VoIP phone (Linux 2.4)",96
183.118.215.88,,"Linux 2.6.9 - 2.6.30",96
183.118.238.212,,"Linux 2.6.8 - 2.6.27",94
183.119.100.2,,"Linux 2.6.9 - 2.6.30",96
183.119.100.37,,"Linux 2.6.9 - 2.6.30",96
183.119.101.88,,"Linux 2.6.13 - 2.6.32",96
183.119.106.175,,"Linux 2.6.13 - 2.6.32",96
183.119.157.32,,"Linksys WRV54G WAP",93
183.119.162.159,,"Linux 2.6.9 - 2.6.30",96
183.119.165.25,,"Linux 2.6.9 - 2.6.30",96
183.119.174.51,,"Linux 2.6.9 - 2.6.30",96
183.120.16.241,,"Linux 2.6.9 - 2.6.30",96
183.121.24.215,,"Linksys WRV54G WAP",94
183.123.0.246,,"Linux 2.6.9 - 2.6.30",96
183.123.40.89,,"Linux 2.6.9 - 2.6.30",96
183.124.158.97,,"Linux 2.6.9 - 2.6.30",96
183.125.197.1,,"IBM System Storage DS4700 NAS device",92
183.125.250.253,,"Linux 2.6.9 - 2.6.18",96
183.126.69.132,,"Linux 2.6.9 - 2.6.30",96
183.126.78.209,,"Linux 2.6.9 - 2.6.30",96
183.126.121.196,,"Linux 2.6.13 - 2.6.32",96
183.126.150.37,,"Linux 2.6.9 - 2.6.30",96
183.126.150.103,,"Linux 2.4.21 (embedded)",97
183.126.150.180,,"Linux 2.6.9 - 2.6.30",96
183.126.168.221,,"Linux 2.6.13 - 2.6.32",96
183.126.186.56,,"Linux 2.6.9 - 2.6.30",96
183.127.99.83,,"Linux 2.6.9 - 2.6.30",96
183.128.104.11,,"Linksys RV042 router",94
183.128.212.223,,"Linux 2.4.33 (embedded)",95
183.129.147.210,,"D-Link DVG-5112S or DVG-6004S VoIP adapter",96
183.130.71.168,,"Linux 2.4.33 (embedded)",95
183.133.75.217,,"Linux 2.4.33 (embedded)",96
183.136.9.217,,"Microsoft Windows XP SP2 - SP3",96
183.136.10.184,,"Dell Integrated Remote Access Controller (iDRAC5)",95
183.137.38.170,,"Microsoft Windows Server 2008 SP1",94
183.137.136.7,,"Microsoft Windows Vista",96
183.137.166.70,,"Linksys WRV54G WAP",95
183.137.196.180,,"Linksys WRV54G WAP",95
183.137.206.88,,"Microsoft Windows XP SP3",91
183.137.210.167,,"Linksys WRV54G WAP",95
183.137.217.116,,"Microsoft Windows Vista",96
183.138.60.49,,"Linux 2.6.14 - 2.6.30",98
183.139.208.51,,"Linux 2.4.33 (embedded)",96
183.148.28.65,,"Linux 2.4.33 (embedded)",96
183.149.177.49,,"Linux 2.4.33 (embedded)",95
183.154.219.242,,"Linux 2.4.33 (embedded)",96
183.160.4.198,,"Microsoft Windows Vista",96
183.160.7.100,,VxWorks,96
183.160.10.56,,"Linksys WRV54G WAP",96
183.160.14.36,,"Microsoft Windows Vista",96
183.160.15.43,,"Linksys WRV54G WAP",96
183.160.36.31,,"Microsoft Windows 7 SP0 - SP1",95
183.160.40.235,,"Tenda W311R+ WAP (VxWorks)",95
183.160.43.239,,"Microsoft Windows XP SP2 - SP3",96
183.160.45.179,,"Microsoft Windows XP SP3",96
183.160.47.30,,"Microsoft Windows XP SP2 - SP3",96
183.160.69.96,,"Microsoft Windows 7 SP0 - SP1",96
183.160.72.89,,"Microsoft Windows XP SP3",95
183.160.83.38,,"Microsoft Windows XP SP3",94
183.160.89.131,,"Microsoft Windows XP SP2 - SP3",96
183.160.89.166,,"Microsoft Windows XP SP3",96
183.160.91.132,,"Microsoft Windows XP SP3",96
183.160.92.234,,"Microsoft Windows XP SP3",96
183.160.104.241,,"D-Link DWL-624+ or DWL-2000AP, or TRENDnet TEW-432BRP WAP",88
183.160.105.98,,"Microsoft Windows XP SP2 - SP3",96
183.160.105.202,,"Microsoft Windows Vista SP2",98
183.160.107.198,,"Microsoft Windows Server 2003 SP2",96
183.160.111.200,,"Microsoft Windows XP SP2 or Windows Server 2003 SP2",96
183.160.112.51,,"Linux 2.6.39",91
183.160.115.37,,"Linksys WRV54G WAP",95
183.160.122.185,,"Linux 2.6.18 (Debian 4.0, x86)",96
183.160.122.207,,"DD-WRT v24-sp2 (Linux 2.4.36)",99
183.160.123.60,,"Linksys WRV54G WAP",96
183.160.128.15,,"Microsoft Windows Vista",96
183.160.136.161,,"Microsoft Windows 7 SP0 - SP1",96
183.160.137.252,,"Microsoft Windows 7 SP0 - SP1",96
183.160.140.164,,"Microsoft Windows XP SP2 - SP3",96
183.160.163.54,,"Microsoft Windows XP SP3",95
183.160.164.39,,"Microsoft Windows 7 SP0 - SP1",96
183.160.167.97,,"Microsoft Windows XP SP2 - SP3",96
183.160.168.118,,"Linksys NSLU2 NAS device running SlugOS/LE (Linux 2.6.16)",95
183.160.169.99,,"Microsoft Windows XP SP2 - SP3",95
183.160.172.95,,"Microsoft Windows XP SP2 - SP3",89
183.160.172.123,,"Microsoft Windows 7 SP0 - SP1",96
183.160.173.65,,"Microsoft Windows Vista",96
183.160.174.124,,"Microsoft Windows XP SP2 - SP3",96
183.160.174.200,,"Microsoft Windows XP SP3",96
183.160.177.27,,"Microsoft Windows XP SP2 or SP3",96
183.160.180.93,,"Microsoft Windows 7 SP0 - SP1",96
183.160.182.59,,"Microsoft Windows 7 SP0 - SP1",96
183.160.182.160,,"Microsoft Windows 7 SP0 - SP1",96
183.160.182.221,,"Linux 2.4.33 (embedded)",96
183.160.186.51,,"Microsoft Windows Vista",95
183.160.188.223,,"Microsoft Windows Vista",96
183.160.190.118,,"Microsoft Windows XP SP3",95
183.160.191.148,,"Microsoft Windows XP SP2 - SP3",96
183.161.2.236,,VxWorks,96
183.161.4.250,,"Microsoft Windows XP SP2 - SP3",96
183.161.8.25,,VxWorks,96
183.161.13.102,,"Microsoft Windows 7 SP0 - SP1",96
183.161.15.85,,"Microsoft Windows 7 SP0 - SP1",95
183.161.22.23,,"Microsoft Windows XP SP3",95
183.161.22.217,,"Microsoft Windows 7 SP0 - SP1",96
183.161.25.141,,"Microsoft Windows Vista",95
183.161.26.191,,"T-Marc 254H switch",99
183.161.26.216,,"T-Marc 254H switch",99
183.161.27.88,,"Linux 2.6.27",95
183.161.27.157,,"H3C E126A or S3100-8T-SI switch (Comware 3.10)",99
183.161.27.167,,"H3C E126A or S3100-8T-SI switch (Comware 3.10)",99
183.161.27.169,,"H3C E126A or S3100-8T-SI switch (Comware 3.10)",99
183.161.28.60,,"H3C E126A or S3100-8T-SI switch (Comware 3.10)",99
183.161.28.88,,"H3C E126A or S3100-8T-SI switch (Comware 3.10)",99
183.161.28.95,,"H3C E126A or S3100-8T-SI switch (Comware 3.10)",99
183.161.31.69,,"H3C E126A or S3100-8T-SI switch (Comware 3.10)",99
183.161.34.166,,"H3C E126A or S3100-8T-SI switch (Comware 3.10)",99
183.161.34.182,,"H3C E126A or S3100-8T-SI switch (Comware 3.10)",99
183.161.34.199,,"Avaya G700 Telephony Media Gateway or Sun Advanced Lights Out Maganer 1.5.2 (VxWorks)",98
183.161.36.8,,"Linux 2.6.27",95
183.161.36.14,,"Linux 2.6.27",95
183.161.36.34,,"Linux 2.6.27",96
183.161.40.116,,"Microsoft Windows 7 SP0 - SP1",95
183.161.50.207,,"Microsoft Windows 7 SP0 - SP1",96
183.161.53.230,,"T-Marc 254H switch",99
183.161.54.27,,"H3C E126A or S3100-8T-SI switch (Comware 3.10)",99
183.161.54.55,,"H3C E126A or S3100-8T-SI switch (Comware 3.10)",99
183.161.54.63,,"H3C E126A or S3100-8T-SI switch (Comware 3.10)",99
183.161.54.77,,"H3C E126A or S3100-8T-SI switch (Comware 3.10)",97
183.161.54.157,,"Linux 2.6.27",96
183.161.66.57,,"Microsoft Windows XP SP3",95
183.161.78.99,,"Microsoft Windows XP SP2 - SP3",96
183.161.81.82,,VxWorks,96
183.161.83.137,,"Microsoft Windows XP SP2 - SP3",96
183.161.85.152,,"Microsoft Windows Vista",96
183.161.86.252,,"Microsoft Windows XP SP3",94
183.161.87.158,,"Microsoft Windows XP SP2 - SP3",96
183.161.110.140,,"Microsoft Windows XP SP3",96
183.161.177.136,,"Linux 2.6.15 - 2.6.27",96
183.161.178.38,,"Linux 2.6.15 - 2.6.27",96
183.161.179.49,,"Microsoft Windows 7 SP0 - SP1",96
183.161.180.35,,VxWorks,96
183.161.181.124,,"Microsoft Windows XP SP2 - SP3",95
183.161.185.120,,"Microsoft Windows XP SP2 - SP3",96
183.161.190.12,,"Microsoft Windows Vista",96
183.161.191.19,,"Microsoft Windows Vista",96
183.161.245.79,,"Microsoft Windows Vista",96
183.161.248.1,,"Redback Networks SmartEdge 600 router (SmartEdge OS)",95
